sampleid sex pc1 pc2 pc3 pc4 pc5 pc6 age pf1 pf2 pf3 pf4 pf5 pf6 pf7 pf8 pf9 pf10
929_930 2 -0.0705828964710236 -0.0160617008805275 0.010826800018549 -0.00138207001145929 0.0164413005113602 -0.00426184013485909 59 0.0217561665922403 -0.00506695033982396 2.60383385466412e-05 -0.000955855764914304 4.8823590077518e-06 6.89545631757937e-05 4.18727904616389e-05 8.17528871266404e-06 -1.53830624185503e-05 8.3226477727294e-06
945_946 1 0.0043345601297915 0.0163058005273342 0.00436655012890697 0.0139889996498823 -0.012381199747324 0.0341233983635902 30 0.0215399172157049 -0.00774009805172682 -3.00877618428785e-05 -0.0017066178843379 5.44551176062669e-06 0.000127550825709477 7.14938505552709e-05 1.3317178854777e-05 -2.23839888349175e-05 7.69304460845888e-06
941_942 2 -0.0480876006186008 0.0231414996087551 -0.0166829992085695 0.0120901996269822 0.0765639990568161 -0.0573525987565517 68 0.0226038228720427 -0.0281544998288155 -0.00012533825065475 -0.00766377802938223 2.77275580629066e-06 0.000562691304367036 0.000307166308630258 5.46539304195903e-05 -7.97946413513273e-05 -3.50001937476918e-06
939_940 1 0.0138197001069784 0.034850899130106 0.00620398996397853 -0.00583870988339186 0.0099854301661253 -0.0041479398496449 72 0.0214861314743757 -0.0114209558814764 4.94353262183722e-05 -0.00285677774809301 2.52112886300893e-06 0.00020382201182656 0.000118328323878814 2.12477116292575e-05 -3.32669005729258e-05 3.58170655090362e-06
947_948 1 -0.0289555992931128 -0.0360426008701324 -0.0138771999627352 0.0221909005194902 -0.0179782006889582 -0.0389588996767998 29 0.0238231308758259 -0.0599528551101685 -0.000427248334744945 -0.016826281324029 2.12497775464726e-06 0.00124498666264117 0.000668840773869306 0.000118121119157877 -0.000167725054780021 -1.77080582943745e-05
946_947 2 0.008512900210917 0.0309675000607967 -0.00902166031301022 -0.0158616993576288 0.0263010002672672 -0.0562544018030167 42 0.0233673714101315 -0.08370041847229 -0.000553537567611784 -0.0237794779241085 -1.19502487905265e-06 0.00175432080868632 0.000944228610023856 0.000166179073858075 -0.000234013423323631 -3.11650292132981e-05
949_950 1 -0.000889402988832444 0.0400341004133224 -0.00934376008808613 0.00182452995795757 0.00834049005061388 0.0413210988044739 31 0.0219183303415775 -0.0063906772993505 -2.21637110371375e-05 -0.00130322680342942 5.72908129470306e-06 9.79817777988501e-05 5.55487968085799e-05 1.05568260551081e-05 -1.86471734195948e-05 8.63344757817686e-06
940_941 1 -0.0271013006567955 -0.040006298571825 -0.0062498701736331 0.0323424004018307 0.0285966005176306 -0.00616584019735456 71 0.0236127562820911 -0.126489639282227 -0.000802990281954408 -0.0362692773342133 -6.27613690085127e-06 0.00267089647240937 0.00143834529444575 0.000252624711720273 -0.000353549199644476 -5.44744834769517e-05
950_951 1 -0.00390063994564116 0.029135899618268 0.0209943000227213 -0.00485179992392659 -0.00263353995978832 0.0247674006968737 66 0.0224989280104637 -0.0665427818894386 -0.000398030941141769 -0.0188380219042301 -7.1601454010306e-07 0.00138679868541658 0.000748833990655839 0.000131956971017644 -0.000186605786439031 -2.35202896874398e-05
938_939 1 0.00978496018797159 0.0104302000254393 -0.0350910983979702 0.0162714999169111 0.0555520989000797 -0.0191108006983995 62 0.0228739120066166 -0.0453325025737286 -0.00025039105094038 -0.0126518458127975 1.37444010306353e-06 0.00093095051124692 0.000504480965901166 8.91706367838196e-05 -0.000127520848764107 -1.21793345897458e-05
942_943 2 -0.0668940991163254 -0.0176708996295929 -0.00271704001352191 -0.0197477005422115 -0.0018002400174737 -0.0302104000002146 64 0.0232339072972536 -0.0549409650266171 -0.000324999535223469 -0.015435790643096 7.88552199537662e-07 0.00113676150795072 0.000614346063230187 0.000108473810541909 -0.000154297275003046 -1.68818296515383e-05
944_945 2 -0.050474900752306 -0.0179031994193792 -0.0165363997220993 0.000978423980996013 0.00762616982683539 -0.0507931001484394 40 0.0218577068299055 -0.0166573170572519 -6.77682182868011e-05 -0.00431207707151771 4.11637029174017e-06 0.000317687139613554 0.000174875676748343 3.13599230139516e-05 -4.73585387226194e-05 2.71185126621276e-06
943_944 1 0.00489378999918699 -0.00127381994388998 0.0246422998607159 0.00976486038416624 0.00606907997280359 0.0222477000206709 77 0.0229635220021009 -0.0282842554152012 -0.000107611092971638 -0.0077060479670763 2.42223586610635e-06 0.000564349757041782 0.000309103459585458 5.49718897673301e-05 -8.02958093117923e-05 -3.75579838873819e-06
956_957 1 -0.056047398597002 0.012559300288558 0.00424447981640697 -0.0525857992470264 -0.0413697995245457 -0.0113688996061683 45 0.0240628384053707 -0.0240106284618378 -0.000158848662977107 -0.0063736024312675 5.13914346811362e-06 0.000472877989523113 0.000255574879702181 4.58460053778253e-05 -6.79362565279007e-05 7.69134203437716e-07
953_954 1 -0.00554969999939203 0.0324845016002655 0.0432614013552666 -0.00153196998871863 0.0452270992100239 0.0337019003927708 65 0.0238338503986597 0.00141711870674044 5.25309442309663e-05 0.000995225738734007 6.62279217067407e-06 -7.32259504729882e-05 -3.5546316212276e-05 -5.13662962475792e-06 2.53954226536734e-06 1.31720953504555e-05
